node,longitude,latitude,node_name,country,RDcost
315,"7,351357841","51,56836861",Kraftwerk Knepper,DE,102072.66208025707
316,"6,828135969","51,16267624",Station Reisholz,DE,6302.145674189598
317,"6,846999311","51,20559177",Station Eller,DE,290277.7287987924
318,"7,012937426","50,61765849",Station Meckenheim,DE,128247.10718129684
319,"7,724384015","51,40933413",Umspannwerk Bixterheide,DE,71793.876583213
320,"6,842231151","50,85986472",Kraftwerkschaltanlage Knapsack 1,DE,420471.59988632984
321,"6,488123264","50,88107031",Station Hambach,DE,7030.401638935483
322,"8,052837516","53,33388096",Conneforde 110/220 kV,DE,206684.02801621062
323,"6,596019795","50,95252746",Station Paffendorf,DE,6316.101757691295
324,"7,338612586","51,63197813",Schaltanlage Datteln 4,DE,10500.081131992254
325,"6,967343931","51,49086189",LMG,DE,147274.55948633232
326,"6,872873594","51,44578334",Styrum,DE,107943.65026736725
327,"6,787522517","51,5055501",Station Hamborn,DE,994044.4865637746
328,"6,812165881","51,51962001",Station Handbach,DE,0.0
329,"6,720310001","51,39153254",Station Rheinhausen,DE,49960.486934702734
330,"6,711145274","51,52618755",Walsum Block 10,DE,0.0
331,"6,723652372","51,37584581",Kraftwerk Huckingen,DE,1056.0119806128514
332,"12,18576518","53,8108598",,DE,1.218052984296609e6
333,"6,72256981","51,47978767",Station Beeck,DE,0.0
334,"6,683065683","51,57710478",Kraftwerk Voerde,DE,192.84562881991363
335,"6,683106977","51,57564551",Station Möllen,DE,0.0
336,"6,745416767","51,49864195",,DE,8.462705e6
337,"7,970656894","51,67684467",,DE,0.0
338,"7,706327269","51,27858316",Elverlingsen,DE,3015.6451099464975
339,"7,450342045","51,41360821",Koepchenwerk,DE,7.568089521477882e6
340,"6,634481623","51,03597994",RWE Kraftwerk Neurath BoA Bl. F/G,DE,209.24569286342816
341,"7,403544434","51,64444949",Station Lippe,DE,66987.29648380735
342,"8,547160925","49,44053967",Station Rheinau,DE,205431.61013702743
343,"12,21356054","54,11199985",Bentwisch,DE,42732.17791850078
344,"8,273278146","49,02939809",Umspannwerk Maximiliansau,DE,100399.52220966267
345,"8,501808517","49,44491151",Mannheim,DE,1.6643817748397194e7
346,"10,39177606","48,51846091",Umspannwerk Gundelfingen,DE,320889.31830579514
347,"6,702285408","49,82899442",Station Quint,DE,6534.32878130476
348,"8,531514939","50,04787433",Station Kelsterbach,DE,4.0420188837816594e6
349,"8,065737966","50,40606811",Station Limburg,DE,1.300379881828309e6
350,"7,71823232","51,6743422",Gersteinwerk Block K,DE,34133.072929030124
351,"7,715543419","51,67364307",Gersteinwerk Block F,DE,0.0
352,"7,714594533","51,67309964",Gersteinwerk Block G,DE,0.0
353,"7,712700934","51,67266366",Gersteinwerk Block I,DE,0.0
354,"6,920130455","49,97058189",Station Wengerohr,DE,96312.48311262319
355,"8,414674596","49,70914681",Kernkraftwerk Biblis,DE,106848.31763647808
356,"12,13019063","47,91316548",Umspannwerk Marienberg,DE,1.9704741305341038e6
357,"6,801823657","51,12478806",Station Sankt Peter 220 kV,DE,0.0
358,"7,20605284","53,34131925",Umspannwerk Kraftwerk Emden,DE,328.9171904767646
359,"7,433489114","50,43651954",,DE,1.269392382698094e6
360,"7,593301849","50,38594379",Station Koblenz,DE,119057.09966122036
361,"8,12215702","53,56583233",Atlantic,DE,0.0
362,"8,656599236","50,60554913",Umspannwerk Gießen Nord,DE,12772.649791656702
363,"7,746792484","52,28851151",Kraftwerkschaltanlage Ibbenbüren,DE,248.58421960526823
364,"14,21922829","51,12070799",Umspannwerk Schmölln,DE,162862.62152824254
365,"14,57008655","51,41901368",Kraftwerk Boxberg,DE,3.8564437449916317e6
366,"11,47469082","50,60401548",Pumpspeicherkraftwerk Hohenwarte II,DE,2.901048974264545e6
367,"10,99101463","50,57352699",Umspannwerk Altenfeld,DE,119192.4421207959
368,"10,50549912","52,30183791",Umspannwerk Braunschweig Nord,DE,210975.13283301872
369,"9,774150438","50,52874965",UW Dipperz,DE,11093.621386868172
370,"9,177311103","49,0393782",Gemeinschaftskraftwerk Neckarwestheim 2,DE,940.7635155223566
371,"9,446918671","49,59026293",Umspannwerk Höpfingen,DE,1566.8597995703824
