hour,fuel,RD_up,RD_down,RD_net
7730,SolarPV,0.0,0.0,0.0
7730,RoR,0.0,-11.332801585459999,-11.332801585459999
7730,Geothermal,0.0,-0.0,0.0
7730,Hydro,1153.810429482214,0.0,1153.810429482214
7731,NaturalGas,6410.238257853834,0.0,6410.238257853834
7731,Biomass,0.0,-1189.3733550498853,-1189.3733550498853
7731,HardCoal,7145.27384557213,0.0,7145.27384557213
7731,Lignite,0.0,-8072.43838316672,-8072.43838316672
7731,Oil(light),1316.3100000000002,0.0,1316.3100000000002
7731,Waste,0.0,-67.13,-67.13
7731,OtherFuels,30.369000000000003,0.0,30.369000000000003
7731,Nuclear,0.0,-2909.743753956259,-2909.743753956259
7731,Oil(heavy),0.0,-0.0,0.0
7731,WindOnshore,0.0,-6774.8820408650745,-6774.8820408650745
7731,WindOffshore,0.0,-634.4548642368011,-634.4548642368011
7731,SolarPV,0.0,0.0,0.0
7731,RoR,0.0,-11.332801585459999,-11.332801585459999
7731,Geothermal,0.0,-0.0,0.0
7731,Hydro,1164.052549764223,0.0,1164.052549764223
7732,NaturalGas,6546.653525710998,0.0,6546.653525710998
7732,Biomass,0.0,-1181.6900054989574,-1181.6900054989574
7732,HardCoal,7196.904919654233,-30.528809206240567,7166.376110447993
7732,Lignite,0.0,-8053.862423293305,-8053.862423293305
7732,Oil(light),1309.8063757062982,0.0,1309.8063757062982
7732,Waste,0.0,-67.13,-67.13
7732,OtherFuels,30.369000000000003,0.0,30.369000000000003
7732,Nuclear,0.0,-2905.2354065069903,-2905.2354065069903
7732,Oil(heavy),0.0,-0.0,0.0
7732,WindOnshore,0.0,-6741.101518409558,-6741.101518409558
7732,WindOffshore,0.0,-540.2070465798395,-540.2070465798395
7732,SolarPV,0.0,0.0,0.0
7732,RoR,0.0,-11.332801585459999,-11.332801585459999
7732,Geothermal,0.0,-0.0,0.0
7732,Hydro,569.4740638057993,0.0,569.4740638057993
7733,NaturalGas,6816.201659537718,0.0,6816.201659537718
7733,Biomass,0.0,-1214.3273040661784,-1214.3273040661784
7733,HardCoal,7114.52731755718,-218.0111687623278,6896.516148794853
7733,Lignite,0.0,-8098.182041738622,-8098.182041738622
7733,Oil(light),1316.3100000000002,0.0,1316.3100000000002
7733,Waste,0.0,-67.13,-67.13
7733,OtherFuels,30.369000000000003,0.0,30.369000000000003
7733,Nuclear,0.0,-2896.2837124051703,-2896.2837124051703
7733,Oil(heavy),0.0,-0.0,0.0
7733,WindOnshore,0.0,-6683.698486073456,-6683.698486073456
7733,WindOffshore,0.0,-434.01351521961095,-434.01351521961095
7733,SolarPV,0.0,0.0,0.0
7733,RoR,0.0,-11.332801585459999,-11.332801585459999
7733,Geothermal,0.0,-0.0,0.0
7733,Hydro,872.9964920786429,0.0,872.9964920786429
7734,NaturalGas,6881.792234559111,0.0,6881.792234559111
7734,Biomass,0.0,-911.709972,-911.709972
7734,HardCoal,7910.7162577316285,-1737.315,6173.401257731628
7734,Lignite,21.175000000000004,-8402.920965220432,-8381.745965220432
7734,Oil(light),1359.4742107658983,0.0,1359.4742107658983
7734,Waste,0.0,-22.82,-22.82
7734,OtherFuels,15.529,0.0,15.529
7734,Nuclear,0.0,-3296.08471567153,-3296.08471567153
7734,Oil(heavy),68.0,-0.0,68.0
7734,WindOnshore,0.0,-5206.697007746616,-5206.697007746616
7734,WindOffshore,0.0,-689.3899274680537,-689.3899274680537
7734,SolarPV,0.0,0.0,0.0
7734,RoR,0.0,-2.90547603888,-2.90547603888
7734,Geothermal,0.0,-0.0,0.0
7734,Hydro,438.83558055241804,0.0,438.83558055241804
7735,NaturalGas,8448.948697943615,0.0,8448.948697943615
7735,Biomass,0.0,-851.5571162276955,-851.5571162276955
7735,HardCoal,4934.419499485642,-3443.04307916039,1491.3764203252517
7735,Lignite,0.0,-8065.561393422132,-8065.561393422132
7735,Oil(light),1449.5099059917216,0.0,1449.5099059917216
7735,Waste,0.0,-11.899999999999999,-11.899999999999999
7735,OtherFuels,55.650000000000006,0.0,55.650000000000006
7735,Nuclear,0.0,-2898.0211818798525,-2898.0211818798525
